,y_lo,y_hi,h_lo,h_hi,result
1503,19.5,19.6,13.0,14.0,unknown
1504,19.5,19.6,14.0,15.0,unsafe
1505,19.5,19.6,15.0,16.0,unsafe
1506,19.5,19.6,16.0,17.0,unsafe
1507,19.5,19.6,17.0,18.0,unsafe
1508,19.5,19.6,18.0,19.0,unsafe
1509,19.5,19.6,19.0,20.0,unsafe
1510,19.5,19.6,20.0,21.0,unsafe
1511,19.5,19.6,21.0,22.0,unsafe
1512,19.5,19.6,22.0,23.0,unsafe
1513,19.5,19.6,23.0,24.0,unsafe
1514,19.5,19.6,24.0,25.0,unsafe
1515,19.5,19.6,25.0,26.0,unsafe
1516,19.5,19.6,26.0,27.0,unsafe
1517,19.5,19.6,27.0,28.0,unsafe
1518,19.5,19.6,28.0,29.0,unsafe
1519,19.5,19.6,29.0,30.0,unsafe
1520,19.6,19.7,10.0,11.0,safe
1521,19.6,19.7,11.0,12.0,safe
1522,19.6,19.7,12.0,13.0,safe
1523,19.6,19.7,13.0,14.0,unknown
1524,19.6,19.7,14.0,15.0,unsafe
1525,19.6,19.7,15.0,16.0,unsafe
1526,19.6,19.7,16.0,17.0,unsafe
1527,19.6,19.7,17.0,18.0,unsafe
1528,19.6,19.7,18.0,19.0,unsafe
1529,19.6,19.7,19.0,20.0,unsafe
1530,19.6,19.7,20.0,21.0,unsafe
1531,19.6,19.7,21.0,22.0,unsafe
1532,19.6,19.7,22.0,23.0,unsafe
1533,19.6,19.7,23.0,24.0,unsafe
1534,19.6,19.7,24.0,25.0,unsafe
1535,19.6,19.7,25.0,26.0,unsafe
1536,19.6,19.7,26.0,27.0,unsafe
1537,19.6,19.7,27.0,28.0,unsafe
1538,19.6,19.7,28.0,29.0,unsafe
1539,19.6,19.7,29.0,30.0,unsafe
1540,19.7,19.8,10.0,11.0,safe
1541,19.7,19.8,11.0,12.0,safe
1542,19.7,19.8,12.0,13.0,safe
1543,19.7,19.8,13.0,14.0,unknown
1544,19.7,19.8,14.0,15.0,unsafe
1545,19.7,19.8,15.0,16.0,unsafe
1546,19.7,19.8,16.0,17.0,unsafe
1547,19.7,19.8,17.0,18.0,unsafe
1548,19.7,19.8,18.0,19.0,unsafe
1549,19.7,19.8,19.0,20.0,unsafe
1550,19.7,19.8,20.0,21.0,unsafe
1551,19.7,19.8,21.0,22.0,unsafe
1552,19.7,19.8,22.0,23.0,unsafe
1553,19.7,19.8,23.0,24.0,unsafe
1554,19.7,19.8,24.0,25.0,unsafe
1555,19.7,19.8,25.0,26.0,unsafe
1556,19.7,19.8,26.0,27.0,unsafe
1557,19.7,19.8,27.0,28.0,unsafe
1558,19.7,19.8,28.0,29.0,unsafe
1559,19.7,19.8,29.0,30.0,unsafe
1560,19.8,19.9,10.0,11.0,safe
1561,19.8,19.9,11.0,12.0,safe
1562,19.8,19.9,12.0,13.0,safe
1563,19.8,19.9,13.0,14.0,unknown
1564,19.8,19.9,14.0,15.0,unsafe
1565,19.8,19.9,15.0,16.0,unsafe
1566,19.8,19.9,16.0,17.0,unsafe
1567,19.8,19.9,17.0,18.0,unsafe
1568,19.8,19.9,18.0,19.0,unsafe
1569,19.8,19.9,19.0,20.0,unsafe
1570,19.8,19.9,20.0,21.0,unsafe
1571,19.8,19.9,21.0,22.0,unsafe
1572,19.8,19.9,22.0,23.0,unsafe
1573,19.8,19.9,23.0,24.0,unsafe
1574,19.8,19.9,24.0,25.0,unsafe
1575,19.8,19.9,25.0,26.0,unsafe
1576,19.8,19.9,26.0,27.0,unsafe
1577,19.8,19.9,27.0,28.0,unsafe
1578,19.8,19.9,28.0,29.0,unsafe
1579,19.8,19.9,29.0,30.0,unsafe
1580,19.9,20.0,10.0,11.0,safe
1581,19.9,20.0,11.0,12.0,safe
1582,19.9,20.0,12.0,13.0,safe
1583,19.9,20.0,13.0,14.0,unknown
1584,19.9,20.0,14.0,15.0,unknown
1585,19.9,20.0,15.0,16.0,unsafe
1586,19.9,20.0,16.0,17.0,unsafe
1587,19.9,20.0,17.0,18.0,unsafe
1588,19.9,20.0,18.0,19.0,unsafe
1589,19.9,20.0,19.0,20.0,unsafe
1590,19.9,20.0,20.0,21.0,unsafe
1591,19.9,20.0,21.0,22.0,unsafe
1592,19.9,20.0,22.0,23.0,unsafe
1593,19.9,20.0,23.0,24.0,unsafe
1594,19.9,20.0,24.0,25.0,unsafe
1595,19.9,20.0,25.0,26.0,unsafe
1596,19.9,20.0,26.0,27.0,unsafe
1597,19.9,20.0,27.0,28.0,unsafe
1598,19.9,20.0,28.0,29.0,unsafe
1599,19.9,20.0,29.0,30.0,unsafe
1600,20.0,20.1,10.0,11.0,safe
1601,20.0,20.1,11.0,12.0,safe
1602,20.0,20.1,12.0,13.0,safe
1603,20.0,20.1,13.0,14.0,safe
1604,20.0,20.1,14.0,15.0,unknown
1605,20.0,20.1,15.0,16.0,unsafe
1606,20.0,20.1,16.0,17.0,unsafe
1607,20.0,20.1,17.0,18.0,unsafe
1608,20.0,20.1,18.0,19.0,unsafe
1609,20.0,20.1,19.0,20.0,unsafe
1610,20.0,20.1,20.0,21.0,unsafe
1611,20.0,20.1,21.0,22.0,unsafe
1612,20.0,20.1,22.0,23.0,unsafe
1613,20.0,20.1,23.0,24.0,unsafe
1614,20.0,20.1,24.0,25.0,unsafe
1615,20.0,20.1,25.0,26.0,unsafe
1616,20.0,20.1,26.0,27.0,unsafe
1617,20.0,20.1,27.0,28.0,unsafe
1618,20.0,20.1,28.0,29.0,unsafe
1619,20.0,20.1,29.0,30.0,unsafe
1620,20.1,20.2,10.0,11.0,safe
1621,20.1,20.2,11.0,12.0,safe
1622,20.1,20.2,12.0,13.0,safe
1623,20.1,20.2,13.0,14.0,safe
1624,20.1,20.2,14.0,15.0,unknown
1625,20.1,20.2,15.0,16.0,unsafe
1626,20.1,20.2,16.0,17.0,unsafe
1627,20.1,20.2,17.0,18.0,unsafe
1628,20.1,20.2,18.0,19.0,unsafe
1629,20.1,20.2,19.0,20.0,unsafe
1630,20.1,20.2,20.0,21.0,unsafe
1631,20.1,20.2,21.0,22.0,unsafe
1632,20.1,20.2,22.0,23.0,unsafe
1633,20.1,20.2,23.0,24.0,unsafe
1634,20.1,20.2,24.0,25.0,unsafe
1635,20.1,20.2,25.0,26.0,unsafe
1636,20.1,20.2,26.0,27.0,unsafe
1637,20.1,20.2,27.0,28.0,unsafe
1638,20.1,20.2,28.0,29.0,unsafe
1639,20.1,20.2,29.0,30.0,unsafe
1640,20.2,20.3,10.0,11.0,safe
1641,20.2,20.3,11.0,12.0,safe
1642,20.2,20.3,12.0,13.0,safe
1643,20.2,20.3,13.0,14.0,safe
1644,20.2,20.3,14.0,15.0,unknown
1645,20.2,20.3,15.0,16.0,unsafe
1646,20.2,20.3,16.0,17.0,unsafe
1647,20.2,20.3,17.0,18.0,unsafe
1648,20.2,20.3,18.0,19.0,unsafe
1649,20.2,20.3,19.0,20.0,unsafe
1650,20.2,20.3,20.0,21.0,unsafe
1651,20.2,20.3,21.0,22.0,unsafe
1652,20.2,20.3,22.0,23.0,unsafe
1653,20.2,20.3,23.0,24.0,unsafe
1654,20.2,20.3,24.0,25.0,unsafe
1655,20.2,20.3,25.0,26.0,unsafe
1656,20.2,20.3,26.0,27.0,unsafe
1657,20.2,20.3,27.0,28.0,unsafe
1658,20.2,20.3,28.0,29.0,unsafe
1659,20.2,20.3,29.0,30.0,unsafe
1660,20.3,20.4,10.0,11.0,safe
1661,20.3,20.4,11.0,12.0,safe
1662,20.3,20.4,12.0,13.0,safe
1663,20.3,20.4,13.0,14.0,safe
1664,20.3,20.4,14.0,15.0,unknown
1665,20.3,20.4,15.0,16.0,unknown
1666,20.3,20.4,16.0,17.0,unsafe
1667,20.3,20.4,17.0,18.0,unsafe
1668,20.3,20.4,18.0,19.0,unsafe
1669,20.3,20.4,19.0,20.0,unsafe
1670,20.3,20.4,20.0,21.0,unsafe
1671,20.3,20.4,21.0,22.0,unsafe
1672,20.3,20.4,22.0,23.0,unsafe
1673,20.3,20.4,23.0,24.0,unsafe
1674,20.3,20.4,24.0,25.0,unsafe
1675,20.3,20.4,25.0,26.0,unsafe
1676,20.3,20.4,26.0,27.0,unsafe
1677,20.3,20.4,27.0,28.0,unsafe
1678,20.3,20.4,28.0,29.0,unsafe
1679,20.3,20.4,29.0,30.0,unsafe
1680,20.4,20.5,10.0,11.0,safe
1681,20.4,20.5,11.0,12.0,safe
1682,20.4,20.5,12.0,13.0,safe
1683,20.4,20.5,13.0,14.0,safe
1684,20.4,20.5,14.0,15.0,safe
1685,20.4,20.5,15.0,16.0,unknown
1686,20.4,20.5,16.0,17.0,unsafe
1687,20.4,20.5,17.0,18.0,unsafe
1688,20.4,20.5,18.0,19.0,unsafe
1689,20.4,20.5,19.0,20.0,unsafe
1690,20.4,20.5,20.0,21.0,unsafe
1691,20.4,20.5,21.0,22.0,unsafe
1692,20.4,20.5,22.0,23.0,unsafe
1693,20.4,20.5,23.0,24.0,unsafe
1694,20.4,20.5,24.0,25.0,unsafe
1695,20.4,20.5,25.0,26.0,unsafe
1696,20.4,20.5,26.0,27.0,unsafe
1697,20.4,20.5,27.0,28.0,unsafe
1698,20.4,20.5,28.0,29.0,unsafe
1699,20.4,20.5,29.0,30.0,unsafe
1700,20.5,20.6,10.0,11.0,safe
1701,20.5,20.6,11.0,12.0,safe
1702,20.5,20.6,12.0,13.0,safe
1703,20.5,20.6,13.0,14.0,safe
1704,20.5,20.6,14.0,15.0,safe
1705,20.5,20.6,15.0,16.0,unknown
1706,20.5,20.6,16.0,17.0,unsafe
1707,20.5,20.6,17.0,18.0,unsafe
1708,20.5,20.6,18.0,19.0,unsafe
1709,20.5,20.6,19.0,20.0,unsafe
1710,20.5,20.6,20.0,21.0,unsafe
1711,20.5,20.6,21.0,22.0,unsafe
1712,20.5,20.6,22.0,23.0,unsafe
1713,20.5,20.6,23.0,24.0,unsafe
1714,20.5,20.6,24.0,25.0,unsafe
1715,20.5,20.6,25.0,26.0,unsafe
1716,20.5,20.6,26.0,27.0,unsafe
1717,20.5,20.6,27.0,28.0,unsafe
1718,20.5,20.6,28.0,29.0,unsafe
1719,20.5,20.6,29.0,30.0,unsafe
1720,20.6,20.7,10.0,11.0,safe
1721,20.6,20.7,11.0,12.0,safe
1722,20.6,20.7,12.0,13.0,safe
1723,20.6,20.7,13.0,14.0,safe
1724,20.6,20.7,14.0,15.0,safe
1725,20.6,20.7,15.0,16.0,unknown
1726,20.6,20.7,16.0,17.0,unsafe
1727,20.6,20.7,17.0,18.0,unsafe
1728,20.6,20.7,18.0,19.0,unsafe
1729,20.6,20.7,19.0,20.0,unsafe
1730,20.6,20.7,20.0,21.0,unsafe
1731,20.6,20.7,21.0,22.0,unsafe
1732,20.6,20.7,22.0,23.0,unsafe
1733,20.6,20.7,23.0,24.0,unsafe
1734,20.6,20.7,24.0,25.0,unsafe
1735,20.6,20.7,25.0,26.0,unsafe
1736,20.6,20.7,26.0,27.0,unsafe
1737,20.6,20.7,27.0,28.0,unsafe
1738,20.6,20.7,28.0,29.0,unsafe
1739,20.6,20.7,29.0,30.0,unsafe
1740,20.7,20.8,10.0,11.0,safe
1741,20.7,20.8,11.0,12.0,safe
1742,20.7,20.8,12.0,13.0,safe
1743,20.7,20.8,13.0,14.0,safe
1744,20.7,20.8,14.0,15.0,safe
1745,20.7,20.8,15.0,16.0,unknown
1746,20.7,20.8,16.0,17.0,unsafe
1747,20.7,20.8,17.0,18.0,unsafe
1748,20.7,20.8,18.0,19.0,unsafe
1749,20.7,20.8,19.0,20.0,unsafe
1750,20.7,20.8,20.0,21.0,unsafe
1751,20.7,20.8,21.0,22.0,unsafe
1752,20.7,20.8,22.0,23.0,unsafe
1753,20.7,20.8,23.0,24.0,unsafe
1754,20.7,20.8,24.0,25.0,unsafe
1755,20.7,20.8,25.0,26.0,unsafe
1756,20.7,20.8,26.0,27.0,unsafe
1757,20.7,20.8,27.0,28.0,unsafe
1758,20.7,20.8,28.0,29.0,unsafe
1759,20.7,20.8,29.0,30.0,unsafe
1760,20.8,20.9,10.0,11.0,safe
1761,20.8,20.9,11.0,12.0,safe
1762,20.8,20.9,12.0,13.0,safe
1763,20.8,20.9,13.0,14.0,safe
1764,20.8,20.9,14.0,15.0,safe
1765,20.8,20.9,15.0,16.0,unknown
1766,20.8,20.9,16.0,17.0,unknown
1767,20.8,20.9,17.0,18.0,unsafe
1768,20.8,20.9,18.0,19.0,unsafe
1769,20.8,20.9,19.0,20.0,unsafe
1770,20.8,20.9,20.0,21.0,unsafe
1771,20.8,20.9,21.0,22.0,unsafe
1772,20.8,20.9,22.0,23.0,unsafe
1773,20.8,20.9,23.0,24.0,unsafe
1774,20.8,20.9,24.0,25.0,unsafe
1775,20.8,20.9,25.0,26.0,unsafe
1776,20.8,20.9,26.0,27.0,unsafe
1777,20.8,20.9,27.0,28.0,unsafe
1778,20.8,20.9,28.0,29.0,unsafe
1779,20.8,20.9,29.0,30.0,unsafe
1780,20.9,21.0,10.0,11.0,safe
1781,20.9,21.0,11.0,12.0,safe
1782,20.9,21.0,12.0,13.0,safe
1783,20.9,21.0,13.0,14.0,safe
1784,20.9,21.0,14.0,15.0,safe
1785,20.9,21.0,15.0,16.0,safe
1786,20.9,21.0,16.0,17.0,unknown
1787,20.9,21.0,17.0,18.0,unsafe
1788,20.9,21.0,18.0,19.0,unsafe
1789,20.9,21.0,19.0,20.0,unsafe
1790,20.9,21.0,20.0,21.0,unsafe
1791,20.9,21.0,21.0,22.0,unsafe
1792,20.9,21.0,22.0,23.0,unsafe
1793,20.9,21.0,23.0,24.0,unsafe
1794,20.9,21.0,24.0,25.0,unsafe
1795,20.9,21.0,25.0,26.0,unsafe
1796,20.9,21.0,26.0,27.0,unsafe
1797,20.9,21.0,27.0,28.0,unsafe
1798,20.9,21.0,28.0,29.0,unsafe
1799,20.9,21.0,29.0,30.0,unsafe
1800,21.0,21.1,10.0,11.0,safe
1801,21.0,21.1,11.0,12.0,safe
1802,21.0,21.1,12.0,13.0,safe
1803,21.0,21.1,13.0,14.0,safe
1804,21.0,21.1,14.0,15.0,safe
1805,21.0,21.1,15.0,16.0,safe
1806,21.0,21.1,16.0,17.0,unknown
1807,21.0,21.1,17.0,18.0,unsafe
1808,21.0,21.1,18.0,19.0,unsafe
1809,21.0,21.1,19.0,20.0,unsafe
1810,21.0,21.1,20.0,21.0,unsafe
1811,21.0,21.1,21.0,22.0,unsafe
1812,21.0,21.1,22.0,23.0,unsafe
1813,21.0,21.1,23.0,24.0,unsafe
1814,21.0,21.1,24.0,25.0,unsafe
1815,21.0,21.1,25.0,26.0,unsafe
1816,21.0,21.1,26.0,27.0,unsafe
1817,21.0,21.1,27.0,28.0,unsafe
1818,21.0,21.1,28.0,29.0,unsafe
1819,21.0,21.1,29.0,30.0,unsafe
1820,21.1,21.2,10.0,11.0,safe
1821,21.1,21.2,11.0,12.0,safe
1822,21.1,21.2,12.0,13.0,safe
1823,21.1,21.2,13.0,14.0,safe
1824,21.1,21.2,14.0,15.0,safe
1825,21.1,21.2,15.0,16.0,safe
1826,21.1,21.2,16.0,17.0,unknown
1827,21.1,21.2,17.0,18.0,unsafe
1828,21.1,21.2,18.0,19.0,unsafe
1829,21.1,21.2,19.0,20.0,unsafe
1830,21.1,21.2,20.0,21.0,unsafe
1831,21.1,21.2,21.0,22.0,unsafe
1832,21.1,21.2,22.0,23.0,unsafe
1833,21.1,21.2,23.0,24.0,unsafe
1834,21.1,21.2,24.0,25.0,unsafe
1835,21.1,21.2,25.0,26.0,unsafe
1836,21.1,21.2,26.0,27.0,unsafe
1837,21.1,21.2,27.0,28.0,unsafe
1838,21.1,21.2,28.0,29.0,unsafe
1839,21.1,21.2,29.0,30.0,unsafe
1840,21.2,21.3,10.0,11.0,safe
1841,21.2,21.3,11.0,12.0,safe
1842,21.2,21.3,12.0,13.0,safe
1843,21.2,21.3,13.0,14.0,safe
1844,21.2,21.3,14.0,15.0,safe
1845,21.2,21.3,15.0,16.0,safe
1846,21.2,21.3,16.0,17.0,unknown
1847,21.2,21.3,17.0,18.0,unknown
1848,21.2,21.3,18.0,19.0,unsafe
1849,21.2,21.3,19.0,20.0,unsafe
1850,21.2,21.3,20.0,21.0,unsafe
1851,21.2,21.3,21.0,22.0,unsafe
1852,21.2,21.3,22.0,23.0,unsafe
1853,21.2,21.3,23.0,24.0,unsafe
1854,21.2,21.3,24.0,25.0,unsafe
1855,21.2,21.3,25.0,26.0,unsafe
1856,21.2,21.3,26.0,27.0,unsafe
1857,21.2,21.3,27.0,28.0,unsafe
1858,21.2,21.3,28.0,29.0,unsafe
1859,21.2,21.3,29.0,30.0,unsafe
1860,21.3,21.4,10.0,11.0,safe
1861,21.3,21.4,11.0,12.0,safe
1862,21.3,21.4,12.0,13.0,safe
1863,21.3,21.4,13.0,14.0,safe
1864,21.3,21.4,14.0,15.0,safe
1865,21.3,21.4,15.0,16.0,safe
1866,21.3,21.4,16.0,17.0,safe
1867,21.3,21.4,17.0,18.0,unknown
1868,21.3,21.4,18.0,19.0,unsafe
1869,21.3,21.4,19.0,20.0,unsafe
1870,21.3,21.4,20.0,21.0,unsafe
1871,21.3,21.4,21.0,22.0,unsafe
1872,21.3,21.4,22.0,23.0,unsafe
1873,21.3,21.4,23.0,24.0,unsafe
1874,21.3,21.4,24.0,25.0,unsafe
1875,21.3,21.4,25.0,26.0,unsafe
1876,21.3,21.4,26.0,27.0,unsafe
1877,21.3,21.4,27.0,28.0,unsafe
1878,21.3,21.4,28.0,29.0,unsafe
1879,21.3,21.4,29.0,30.0,unsafe
1880,21.4,21.5,10.0,11.0,safe
1881,21.4,21.5,11.0,12.0,safe
1882,21.4,21.5,12.0,13.0,safe
1883,21.4,21.5,13.0,14.0,safe
1884,21.4,21.5,14.0,15.0,safe
1885,21.4,21.5,15.0,16.0,safe
1886,21.4,21.5,16.0,17.0,safe
1887,21.4,21.5,17.0,18.0,unknown
1888,21.4,21.5,18.0,19.0,unsafe
1889,21.4,21.5,19.0,20.0,unsafe
1890,21.4,21.5,20.0,21.0,unsafe
1891,21.4,21.5,21.0,22.0,unsafe
1892,21.4,21.5,22.0,23.0,unsafe
1893,21.4,21.5,23.0,24.0,unsafe
1894,21.4,21.5,24.0,25.0,unsafe
1895,21.4,21.5,25.0,26.0,unsafe
1896,21.4,21.5,26.0,27.0,unsafe
1897,21.4,21.5,27.0,28.0,unsafe
1898,21.4,21.5,28.0,29.0,unsafe
1899,21.4,21.5,29.0,30.0,unsafe
1900,21.5,21.6,10.0,11.0,safe
1901,21.5,21.6,11.0,12.0,safe
1902,21.5,21.6,12.0,13.0,safe
1903,21.5,21.6,13.0,14.0,safe
1904,21.5,21.6,14.0,15.0,safe
1905,21.5,21.6,15.0,16.0,safe
1906,21.5,21.6,16.0,17.0,safe
1907,21.5,21.6,17.0,18.0,unknown
1908,21.5,21.6,18.0,19.0,unsafe
1909,21.5,21.6,19.0,20.0,unsafe
1910,21.5,21.6,20.0,21.0,unsafe
1911,21.5,21.6,21.0,22.0,unsafe
1912,21.5,21.6,22.0,23.0,unsafe
1913,21.5,21.6,23.0,24.0,unsafe
1914,21.5,21.6,24.0,25.0,unsafe
1915,21.5,21.6,25.0,26.0,unsafe
1916,21.5,21.6,26.0,27.0,unsafe
1917,21.5,21.6,27.0,28.0,unsafe
1918,21.5,21.6,28.0,29.0,unsafe
1919,21.5,21.6,29.0,30.0,unsafe
1920,21.6,21.7,10.0,11.0,safe
1921,21.6,21.7,11.0,12.0,safe
1922,21.6,21.7,12.0,13.0,safe
1923,21.6,21.7,13.0,14.0,safe
1924,21.6,21.7,14.0,15.0,safe
1925,21.6,21.7,15.0,16.0,safe
1926,21.6,21.7,16.0,17.0,safe
1927,21.6,21.7,17.0,18.0,unknown
1928,21.6,21.7,18.0,19.0,unknown
1929,21.6,21.7,19.0,20.0,unsafe
1930,21.6,21.7,20.0,21.0,unsafe
1931,21.6,21.7,21.0,22.0,unsafe
1932,21.6,21.7,22.0,23.0,unsafe
1933,21.6,21.7,23.0,24.0,unsafe
1934,21.6,21.7,24.0,25.0,unsafe
1935,21.6,21.7,25.0,26.0,unsafe
1936,21.6,21.7,26.0,27.0,unsafe
1937,21.6,21.7,27.0,28.0,unsafe
1938,21.6,21.7,28.0,29.0,unsafe
1939,21.6,21.7,29.0,30.0,unsafe
1940,21.7,21.8,10.0,11.0,safe
1941,21.7,21.8,11.0,12.0,safe
1942,21.7,21.8,12.0,13.0,safe
1943,21.7,21.8,13.0,14.0,safe
1944,21.7,21.8,14.0,15.0,safe
1945,21.7,21.8,15.0,16.0,safe
1946,21.7,21.8,16.0,17.0,safe
1947,21.7,21.8,17.0,18.0,safe
1948,21.7,21.8,18.0,19.0,unknown
1949,21.7,21.8,19.0,20.0,unsafe
1950,21.7,21.8,20.0,21.0,unsafe
1951,21.7,21.8,21.0,22.0,unsafe
1952,21.7,21.8,22.0,23.0,unsafe
1953,21.7,21.8,23.0,24.0,unsafe
1954,21.7,21.8,24.0,25.0,unsafe
1955,21.7,21.8,25.0,26.0,unsafe
1956,21.7,21.8,26.0,27.0,unsafe
1957,21.7,21.8,27.0,28.0,unsafe
1958,21.7,21.8,28.0,29.0,unsafe
1959,21.7,21.8,29.0,30.0,unsafe
1960,21.8,21.9,10.0,11.0,safe
1961,21.8,21.9,11.0,12.0,safe
1962,21.8,21.9,12.0,13.0,safe
1963,21.8,21.9,13.0,14.0,safe
1964,21.8,21.9,14.0,15.0,safe
1965,21.8,21.9,15.0,16.0,safe
1966,21.8,21.9,16.0,17.0,safe
1967,21.8,21.9,17.0,18.0,safe
1968,21.8,21.9,18.0,19.0,unknown
1969,21.8,21.9,19.0,20.0,unsafe
1970,21.8,21.9,20.0,21.0,unsafe
1971,21.8,21.9,21.0,22.0,unsafe
1972,21.8,21.9,22.0,23.0,unsafe
1973,21.8,21.9,23.0,24.0,unsafe
1974,21.8,21.9,24.0,25.0,unsafe
1975,21.8,21.9,25.0,26.0,unsafe
1976,21.8,21.9,26.0,27.0,unsafe
1977,21.8,21.9,27.0,28.0,unsafe
1978,21.8,21.9,28.0,29.0,unsafe
1979,21.8,21.9,29.0,30.0,unsafe
1980,21.9,22.0,10.0,11.0,safe
1981,21.9,22.0,11.0,12.0,safe
1982,21.9,22.0,12.0,13.0,safe
1983,21.9,22.0,13.0,14.0,safe
1984,21.9,22.0,14.0,15.0,safe
1985,21.9,22.0,15.0,16.0,safe
1986,21.9,22.0,16.0,17.0,safe
1987,21.9,22.0,17.0,18.0,safe
1988,21.9,22.0,18.0,19.0,unknown
1989,21.9,22.0,19.0,20.0,unsafe
1990,21.9,22.0,20.0,21.0,unsafe
1991,21.9,22.0,21.0,22.0,unsafe
1992,21.9,22.0,22.0,23.0,unsafe
1993,21.9,22.0,23.0,24.0,unsafe
1994,21.9,22.0,24.0,25.0,unsafe
1995,21.9,22.0,25.0,26.0,unsafe
1996,21.9,22.0,26.0,27.0,unsafe
1997,21.9,22.0,27.0,28.0,unsafe
1998,21.9,22.0,28.0,29.0,unsafe
1999,21.9,22.0,29.0,30.0,unsafe
